"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"352","0","5.0","1","True","0.7","2.4","1","48","2.4","6.0","19.5","5.3","62.0","4","10.0","128.39","18","26.7","8.1","14.3","7","2","17.0","17.9","3","1296.72","1338","0","Female","Positive"
"353","0","4.0","2","False","0.171343537","2.0","1","36","2.0","11.0","15.7","6.2","49.7","3","10.4","161.1","62","91.56","7.6","19.2","4","4","8.0","9.2","2","1532.85","2284","0","Female","Positive"
"354","0","5.0","3","True","0.0","5.2","2","37","5.2","8.0","23.9","9.4","60.7","4","5.0","73.92","17","68.9","7.1","25.0","5","4","25.6","14.1","2","388.68","722","0","Female","Neutral"
"357","0","5.0","6","False","0.352777778","1.5","0","34","1.5","16.0","30.6","12.9","62.0","3","18.2","127.17","55","67.32","2.0","28.2","7","4","30.7","23.8","2","1515.11","3665","0","Female","Positive"
"358","0","5.0","7","False","0.21875","6.2","2","41","6.2","0.0","20.8","4.3","91.5","2","5.0","106.36","6","78.8","7.7","2.8","3","1","4.4","7.5","4","596.1","494","1","Female","Positive"
"361","0","4.0","10","False","0.575","1.0","0","56","1.0","5.0","20.8","4.5","67.2","1","9.1","119.81","5","65.76","1.9","12.3","3","1","19.7","9.3","1","697.87","1030","0","Male","Positive"
"364","0","5.0","3","True","0.575","2.3","1","46","2.3","4.0","24.6","8.4","65.1","2","7.0","170.77","21","44.3","20.6","9.4","1","2","30.5","12.1","4","1128.58","1840","0","Female","Positive"
"365","0","4.0","4","True","0.25","1.9","1","33","1.9","6.0","29.3","5.9","53.3","7","7.0","131.51","12","27.0","7.7","0.0","7","3","13.0","16.0","2","946.64","0","0","Male","Positive"
"366","3","5.0","5","True","0.358928571","1.5","0","40","1.5","0.0","14.4","7.8","71.2","1","4.0","150.53","35","36.1","2.4","8.0","15","0","0.7","7.9","1","593.2","3326","1","Male","Positive"
"367","0","5.0","6","True","0.35","0.5","0","38","0.5","30.0","47.9","19.4","29.7","13","21.0","171.78","51","8.1","0.5","42.1","3","9","71.1","34.7","2","3337.06","5623","0","Male","Positive"
"368","0","3.0","7","True","0.0","2.2","1","39","2.2","17.0","47.5","13.6","31.3","14","17.0","108.8","21","23.1","10.2","45.5","4","5","63.8","25.3","2","1937.12","3389","0","Female","Neutral"
"369","0","5.0","8","True","0.7","6.8","2","28","6.8","0.0","14.1","5.7","75.2","2","14.0","92.36","11","88.5","14.4","0.0","7","0","30.9","6.8","2","1256.68","742","1","Male","Positive"
"371","0","5.0","10","True","0.0","3.3","2","43","3.3","2.0","28.5","8.2","57.6","2","10.0","72.86","6","56.9","2.0","17.0","2","4","33.6","22.6","1","603.04","564","0","Male","Neutral"
"374","0","5.0","3","True","0.7","4.1","2","63","4.1","12.0","25.1","8.1","45.9","4","8.0","82.58","20","21.7","3.6","12.5","6","1","18.2","17.5","2","676.46","1075","0","Male","Positive"
"377","0","5.0","6","True","0.0","2.2","1","40","2.2","25.0","35.6","9.8","47.3","7","15.0","124.49","43","23.5","20.6","28.7","5","2","59.3","23.0","3","1722.98","3215","0","Female","Neutral"
"387","0","5.0","6","True","0.120833333","2.6","2","60","2.6","3.0","15.0","4.4","60.4","2","5.0","197.4","1","24.9","4.7","6.1","11","4","11.8","6.3","1","1029.6","1244","0","Female","Positive"
"390","0","5.0","9","True","0.5","4.8","2","27","4.8","0.0","31.4","9.1","70.9","4","15.6","52.25","31","23.88","15.6","8.1","5","0","0.0","4.4","1","639.11","1933","0","Female","Positive"
"393","0","5.0","2","True","0.375","7.2","2","59","7.2","0.0","14.5","4.5","73.0","1","3.0","110.52","13","60.8","2.7","2.0","7","0","14.3","7.6","4","298.67","0","1","Male","Positive"
"398","2","3.0","7","True","0.45","0.3","0","36","0.3","13.0","33.2","10.6","39.8","9","14.0","143.28","72","16.8","7.1","22.9","5","4","7.6","20.6","2","2028.29","3303","0","Female","Positive"
"400","0","4.0","9","True","0.390625","3.3","2","18","3.3","12.0","11.4","3.5","74.2","2","9.1","194.51","9","58.08","8.7","10.1","4","0","23.8","16.7","3","1280.56","2229","0","Male","Positive"
"401","0","5.0","10","True","0.8","5.1","2","30","5.1","25.0","48.1","14.2","31.4","6","26.0","54.9","40","32.0","1.5","39.3","2","10","54.5","37.7","1","1432.41","4102","0","Male","Positive"
"402","0","5.0","1","True","0.4125","2.3","1","38","2.3","8.0","15.7","8.6","67.6","0","13.0","90.42","8","59.3","1.9","3.3","10","2","36.9","12.6","1","1380.27","0","0","Female","Positive"
"403","0","5.0","2","True","0.378231293","1.4","0","38","1.4","4.0","16.9","3.7","77.4","4","13.0","53.94","7","32.76","6.8","17.6","6","0","25.8","15.3","2","546.64","0","0","Male","Positive"
"405","0","5.0","4","True","0.5","2.3","1","45","2.3","28.0","50.9","16.6","25.7","12","20.0","52.81","11","27.6","0.1","38.0","2","7","60.0","33.9","2","845.3","3255","0","Male","Positive"
"406","0","1.0","5","True","0.230512821","10.0","2","25","10.0","3.0","22.2","6.0","77.7","2","18.0","95.43","14","57.0","13.3","16.6","11","1","15.8","9.4","2","1444.33","650","1","Female","Positive"
"411","0","4.0","10","True","-0.15","7.3","2","24","7.3","13.0","31.9","12.1","31.8","4","13.0","236.89","79","53.3","19.2","35.0","6","3","37.7","21.8","1","2480.79","2924","1","Female","Negative"
"413","0","5.0","2","True","0.505555556","2.3","1","53","2.3","17.0","34.7","8.1","43.4","6","22.1","147.23","9","74.64","6.3","33.9","7","7","25.1","26.4","4","2609.44","1287","1","Male","Positive"
"421","0","4.0","10","True","0.4","3.7","2","59","3.7","9.0","29.9","5.3","43.9","6","13.0","143.33","9","2.5","12.3","18.3","6","1","25.6","33.0","3","1826.81","2332","0","Female","Positive"
"424","56","4.0","3","True","0.144448494","2.7","2","45","2.7","23.0","44.7","13.5","37.9","13","17.0","141.99","53","68.1","0.8","32.9","5","4","60.0","30.6","2","2003.86","2850","0","Female","Positive"
"428","0","5.0","7","True","0.55","2.7","2","50","2.7","7.0","23.5","11.4","34.5","6","12.0","84.66","51","53.7","8.3","14.2","6","3","54.1","19.5","3","1211.6","3284","0","Female","Positive"
"429","0","5.0","8","True","1.0","0.8","0","18","0.8","19.0","34.3","9.8","62.9","7","18.2","179.79","35","49.44","12.4","39.6","2","1","34.0","25.1","3","2875.41","2333","0","Male","Positive"
"430","0","5.0","9","True","-0.000833333","4.4","2","23","4.4","0.0","24.2","5.8","68.1","2","6.5","162.39","20","74.28","5.3","12.7","7","0","14.7","16.3","2","684.85","2173","1","Male","Neutral"
"433","0","5.0","2","False","0.221626984","7.3","2","46","7.3","15.0","45.2","16.1","48.2","7","24.7","78.25","12","26.4","2.8","33.6","3","6","58.4","34.0","1","1543.8","2984","0","Female","Positive"
"435","0","5.0","4","False","0.261174242","1.3","0","38","1.3","31.0","57.6","13.5","11.7","14","24.0","123.18","4","10.9","4.7","41.9","1","5","73.9","42.5","2","2476.77","4657","0","Male","Positive"
"437","0","4.0","6","False","-0.075","1.2","0","21","1.2","24.0","40.6","9.3","39.6","6","22.0","93.74","18","40.2","10.0","28.8","5","2","37.3","25.8","4","1948.21","3645","0","Male","Neutral"
"440","0","5.0","9","False","0.472916667","3.0","2","42","3.0","13.0","22.7","4.5","59.0","6","9.0","133.88","7","69.7","4.5","13.8","4","4","25.4","19.1","1","1198.33","1079","0","Male","Positive"
"441","0","5.0","10","False","0.152857143","0.9","0","37","0.9","18.0","26.4","8.5","44.0","4","14.0","124.96","2","24.8","0.8","30.0","4","2","34.5","23.4","4","1507.58","2042","0","Female","Positive"
"446","0","5.0","5","True","0.5","7.5","2","42","7.5","9.0","15.6","6.6","86.2","3","6.0","179.64","161","29.1","5.2","0.0","12","0","5.1","7.9","2","1201.03","1836","1","Male","Positive"
"463","3","5.0","2","True","0.416666667","2.6","2","31","2.6","7.0","10.3","6.1","74.8","1","6.0","135.71","37","29.0","13.8","0.0","7","0","17.7","8.5","4","912.33","0","1","Female","Positive"
"465","2","4.0","4","True","0.5","1.2","0","36","1.2","10.0","29.4","9.1","52.0","3","13.0","71.19","16","81.1","7.2","18.3","4","6","9.3","13.7","3","1000.21","1862","0","Female","Positive"
"474","4","4.0","3","True","0.24547619","1.9","1","35","1.9","8.0","24.0","12.1","62.0","2","19.5","217.05","68","80.52","7.7","17.1","9","1","43.6","18.2","3","2906.08","2733","1","Male","Positive"
"477","2","5.0","6","True","0.290555556","3.3","2","31","3.3","7.0","34.7","5.0","58.9","5","9.0","113.18","40","6.8","5.1","21.2","6","3","25.2","23.0","1","1099.6","1097","0","Male","Positive"
"479","0","5.0","8","True","0.066666667","4.1","2","34","4.1","2.0","15.9","4.9","64.9","3","6.5","115.87","11","61.56","6.3","9.6","13","1","12.7","12.3","2","556.9","1702","1","Female","Neutral"
"480","0","5.0","9","True","0.31292517","3.7","2","18","3.7","10.0","43.0","10.1","53.1","0","12.0","233.24","75","62.1","3.4","14.6","8","3","31.6","21.6","3","2803.34","982","1","Female","Positive"
"481","0","5.0","10","True","0.342857143","0.8","0","19","0.8","21.0","37.4","14.2","43.7","9","23.0","147.82","14","19.8","6.0","38.6","6","3","74.6","30.6","1","2974.48","1699","1","Female","Positive"
"486","8","5.0","5","True","0.285609244","3.6","2","41","3.6","7.0","20.7","8.2","47.3","5","12.0","115.48","42","60.1","9.0","26.0","4","5","44.2","9.7","4","1488.12","1153","0","Female","Positive"
"487","2","5.0","6","True","0.394775225","3.6","2","74","3.6","24.0","37.9","9.4","37.8","10","27.3","79.83","37","45.36","9.3","40.9","3","3","46.6","23.8","3","1403.4","2295","0","Male","Positive"
"490","2","5.0","9","True","0.474920635","5.5","2","26","5.5","16.0","20.7","12.5","28.9","2","12.0","153.11","9","22.4","5.1","18.9","2","4","42.7","30.0","3","1631.09","2579","0","Male","Positive"
"984","0","5.0","1","True","0.47","1.8","1","40","1.8","13.0","9.6","4.3","47.5","1","10.0","149.32","53","71.8","1.3","24.3","4","3","21.8","9.0","2","1643.17","1999","0","Male","Positive"
"985","0","5.0","2","True","0.369047619","3.4","2","28","3.4","17.0","33.6","11.9","42.1","10","15.0","297.43","57","31.9","10.1","21.2","6","4","68.5","30.0","2","5089.54","3923","1","Male","Positive"
"992","0","5.0","9","True","0.339110889","3.8","2","55","3.8","2.0","16.8","5.0","47.2","1","4.0","105.24","12","44.6","9.8","0.0","5","2","12.4","5.8","2","339.47","0","0","Female","Positive"
"993","0","5.0","10","True","0.0311279","3.5","2","38","3.5","14.0","13.8","1.0","69.3","4","6.0","96.46","2","9.4","9.6","4.1","5","4","25.1","19.5","2","489.83","2076","0","Male","Neutral"
"996","13","4.0","3","True","0.283859649","1.4","0","44","1.4","19.0","51.2","8.3","53.1","9","17.0","54.43","45","37.1","5.2","31.7","3","2","51.2","30.9","2","878.33","1790","0","Female","Positive"
"997","14","5.0","4","True","0.258055556","2.2","1","25","2.2","0.0","21.0","2.2","59.4","1","5.0","118.54","7","18.3","4.9","1.3","9","0","0.0","0.0","3","673.83","1391","0","Male","Positive"
"998","12","5.0","5","True","0.211176981","1.0","0","35","1.0","0.0","12.7","3.9","85.5","0","6.0","324.5","2","64.6","12.8","13.1","11","0","4.5","0.0","4","2170.19","1728","1","Male","Positive"
"1000","0","3.0","7","True","-0.0875","2.9","2","21","2.9","17.0","32.8","7.9","50.3","5","14.0","125.53","51","27.1","6.1","23.1","10","4","0.0","17.4","3","1965.9","1195","1","Female","Neutral"
"1004","0","5.0","1","True","0.306309524","1.2","0","44","1.2","29.0","44.4","14.4","31.0","5","17.0","102.59","10","9.7","14.2","55.3","2","8","44.3","30.9","2","2014.15","3906","0","Female","Positive"
"1006","3","5.0","3","True","0.335952381","3.9","2","32","3.9","21.0","33.6","16.3","53.0","10","16.0","138.94","39","51.6","3.3","29.7","7","3","49.8","38.7","3","2175.33","2293","1","Male","Positive"
"1009","0","5.0","6","True","0.5","4.9","2","38","4.9","27.0","42.5","12.7","53.5","7","28.6","149.12","6","62.52","3.1","34.4","4","5","61.1","31.1","1","3148.69","3259","0","Male","Positive"
"1010","7","5.0","7","True","0.096944444","2.1","1","28","2.1","13.0","29.0","7.9","44.7","3","11.0","136.53","65","28.4","9.1","18.6","4","5","49.0","20.0","4","1553.29","2122","0","Male","Neutral"
"1011","0","5.0","8","True","0.38125","4.5","2","41","4.5","13.0","37.7","15.7","15.5","0","19.0","98.06","6","63.8","3.8","21.0","8","4","57.4","34.7","4","1854.79","3810","0","Female","Positive"
"1018","0","5.0","5","True","0.446428571","1.4","0","26","1.4","8.0","16.1","6.2","62.0","2","8.0","146.75","61","37.1","10.4","12.9","4","2","24.1","7.8","1","1248.94","2586","0","Male","Positive"
"1020","0","3.0","7","True","0.103333333","0.8","0","47","0.8","8.0","33.8","9.1","54.5","6","14.3","73.09","43","45.48","5.1","24.0","6","1","38.9","27.0","2","655.71","3746","0","Female","Positive"
"1021","0","5.0","8","True","0.209259259","1.4","0","18","1.4","14.0","18.9","8.0","67.8","1","10.0","152.61","15","63.9","0.9","2.9","5","1","33.3","11.4","1","1357.57","3553","0","Female","Positive"
"1023","0","4.0","10","True","0.30467033","3.5","2","30","3.5","13.0","21.3","6.8","78.0","2","9.0","125.46","11","36.8","4.8","13.1","7","1","31.1","24.5","3","998.99","3261","0","Female","Positive"
"1024","0","5.0","1","True","0.153168062","3.5","2","44","3.5","14.0","15.8","6.8","66.6","3","6.0","112.65","1","50.1","2.3","0.0","6","0","2.4","3.9","3","556.71","0","0","Female","Positive"
"1031","0","3.0","8","True","0.035","1.3","0","45","1.3","12.0","30.5","9.9","41.2","1","14.0","238.0","57","35.1","2.3","42.6","8","2","30.8","24.1","2","3618.88","2016","1","Female","Neutral"
"1032","31","5.0","9","True","0.13085162","2.1","1","18","2.1","21.0","23.7","9.3","69.9","5","15.6","71.06","18","23.16","6.4","6.5","8","4","31.0","26.7","2","879.59","871","1","Male","Positive"
"1034","6","5.0","1","True","0.137097451","1.8","1","23","1.8","0.0","13.8","1.5","68.9","1","7.8","95.21","18","63.96","3.2","22.3","5","1","28.7","19.3","5","506.81","2058","0","Female","Positive"
"1036","0","4.0","3","True","0.288095238","1.6","1","38","1.6","13.0","34.6","8.0","42.0","2","12.0","57.24","1","27.4","6.0","24.5","6","5","17.1","15.2","5","809.96","2055","0","Male","Positive"
"1037","7","5.0","4","True","0.431507937","0.5","0","27","0.5","16.0","30.0","14.0","55.7","7","14.0","165.65","6","17.8","15.5","19.3","4","5","51.2","29.1","2","2749.14","4074","0","Female","Positive"
"1039","2","3.0","6","True","0.276190476","0.4","0","50","0.4","6.0","23.4","5.9","51.3","4","7.0","84.7","37","54.0","8.0","21.8","8","1","24.2","14.0","2","498.89","1485","0","Female","Positive"
"1040","0","3.0","7","True","-0.196173469","2.4","1","31","2.4","11.0","18.5","10.3","52.5","1","6.0","151.84","42","47.7","6.7","10.5","5","3","9.9","5.4","3","960.18","1634","0","Male","Negative"
"1041","6","4.0","8","True","0.42","1.3","0","48","1.3","25.0","36.2","12.7","46.1","5","20.8","123.12","43","10.32","0.7","18.8","3","10","41.6","27.5","1","1839.48","5189","0","Male","Positive"
"1043","2","5.0","10","True","0.237414966","1.8","1","44","1.8","5.0","29.0","4.1","73.0","2","11.7","174.36","28","17.28","16.4","7.2","5","5","0.0","18.7","2","1339.89","1183","1","Male","Positive"
"1044","0","5.0","1","True","0.173809524","2.8","2","55","2.8","6.0","22.0","7.6","75.6","2","4.0","131.36","29","44.4","4.2","0.0","8","1","7.7","4.1","3","493.18","321","1","Female","Positive"
"1045","0","5.0","2","True","0.55","8.5","2","18","8.5","8.0","33.1","8.2","51.6","7","10.0","97.81","7","9.2","4.2","18.2","7","4","17.3","12.2","3","986.93","3410","1","Male","Positive"
"1047","0","5.0","4","True","0.32","4.2","2","44","4.2","13.0","11.6","6.8","58.4","4","13.0","59.75","9","45.8","10.8","13.0","5","2","27.6","17.7","2","785.72","2418","0","Male","Positive"
"1051","0","5.0","8","True","0.56","3.1","2","39","3.1","11.0","25.6","7.1","63.9","1","11.0","140.17","12","36.3","1.4","27.6","5","4","35.1","19.2","5","1645.82","2885","0","Female","Positive"
"1053","0","4.0","10","True","0.266666667","2.5","1","52","2.5","21.0","34.1","10.1","59.9","7","14.0","161.47","9","25.5","6.6","35.7","3","6","32.3","15.5","4","2223.81","1284","0","Male","Positive"
"1054","75","5.0","1","True","0.173110629","4.4","2","41","4.4","11.0","29.9","6.2","41.1","8","15.6","150.07","28","42.6","9.3","13.9","6","3","41.7","20.0","3","1621.57","3080","0","Male","Positive"
"1058","0","5.0","5","True","0.326428571","7.5","2","32","7.5","17.0","15.7","8.5","71.8","4","10.0","194.45","9","41.4","7.2","12.1","6","0","24.1","18.9","3","1937.9","99","1","Female","Positive"
"1060","0","3.0","7","True","0.07037962","4.4","2","32","4.4","27.0","32.6","10.8","37.0","11","18.0","157.06","109","27.4","4.9","42.2","6","8","49.6","31.6","1","2968.56","2916","1","Female","Neutral"
"1069","2","3.0","6","True","0.271428571","2.7","2","18","2.7","6.0","9.4","8.6","93.5","3","9.0","126.51","24","33.4","9.5","35.0","8","1","30.2","0.0","3","1116.97","2260","0","Other","Positive"
"1075","0","5.0","2","True","0.42","5.1","2","47","5.1","3.0","14.2","3.9","61.2","2","7.0","156.75","21","20.6","3.6","0.0","11","1","38.4","11.9","5","1195.75","2670","0","Male","Positive"
"1079","0","5.0","6","True","0.45625","0.9","0","20","0.9","2.0","24.1","6.7","62.5","5","9.0","71.5","36","20.2","4.9","22.4","0","6","29.7","11.8","2","530.65","1199","1","Female","Positive"
"1081","0","5.0","8","True","0.7","1.7","1","42","1.7","2.0","9.9","5.5","71.1","1","4.0","146.41","17","86.6","2.0","2.3","6","1","0.0","12.4","2","518.43","1262","1","Male","Positive"
"1083","0","5.0","10","True","0.339583333","1.3","0","45","1.3","11.0","35.0","11.8","59.1","3","26.0","153.39","10","28.44","2.6","28.3","0","3","20.1","25.5","1","2784.96","2254","0","Male","Positive"
"1088","4","5.0","5","True","0.451587302","4.7","2","27","4.7","23.0","28.6","14.1","35.2","1","20.0","278.61","14","30.6","2.3","25.6","9","7","18.3","19.7","3","4857.06","3736","1","Female","Positive"
"1091","0","5.0","8","True","0.3","0.9","0","38","0.9","14.0","28.2","5.9","70.6","3","12.0","92.69","21","23.3","4.9","34.2","8","1","45.1","11.0","2","1012.48","428","0","Male","Positive"
"1098","0","5.0","5","True","0.296153846","0.8","0","26","0.8","15.0","23.6","5.4","56.9","1","7.0","142.47","12","1.3","0.6","22.3","4","3","3.6","10.8","3","956.01","0","0","Male","Positive"
"1106","0","4.0","3","True","0.225","3.8","2","60","3.8","14.0","27.3","14.4","37.9","10","14.0","95.94","20","69.9","8.1","24.5","3","4","45.3","19.9","2","1497.13","3393","0","Female","Positive"
"1109","4","3.0","6","True","0.064734848","2.1","1","18","2.1","4.0","15.6","3.9","92.3","1","7.0","92.91","78","54.9","11.0","18.5","3","2","0.0","4.8","1","744.73","2044","1","Female","Neutral"
"1113","0","4.0","10","True","0.168385781","1.3","0","41","1.3","21.0","39.0","17.5","55.8","8","24.7","179.8","56","14.4","12.9","51.2","6","7","49.4","36.0","5","3534.7","2300","1","Female","Positive"
"1117","0","5.0","4","True","0.379464286","4.9","2","39","4.9","24.0","56.4","18.4","18.7","13","29.9","182.52","2","11.28","0.9","50.6","2","8","59.9","45.6","1","3590.86","2111","0","Female","Positive"
"1119","0","5.0","6","True","0.32","3.8","2","43","3.8","0.0","12.1","3.3","72.2","3","6.0","111.15","27","50.4","10.7","0.0","5","4","0.0","9.0","4","637.2","0","1","Female","Positive"
"1120","2","5.0","7","True","0.308333333","4.5","2","40","4.5","10.0","15.5","7.0","49.6","6","11.0","73.86","18","54.1","2.4","21.0","5","2","60.1","24.0","3","740.32","2153","0","Female","Positive"
